assetId,canonicalPath,family,kind,extension,bytes,crc32,status,exclusionReason,sourceArchive,licenseStatus,duplicateCount
NSA-96cab8ce-18326,nexsas-images/ai-agency/images/badge/badge-1.svg,ai-agency,vector,svg,18326,96cab8ce,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-7e4d4715-27802,nexsas-images/ai-agency/images/badge/badge-2.svg,ai-agency,vector,svg,27802,7e4d4715,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-0ebe17ac-21257,nexsas-images/ai-agency/images/badge/badge-3.svg,ai-agency,vector,svg,21257,0ebe17ac,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-6c70fb64-13077,nexsas-images/ai-agency/images/badge/badge-4.svg,ai-agency,vector,svg,13077,6c70fb64,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-a0da7b08-22209,nexsas-images/ai-agency/images/badge/badge-5.svg,ai-agency,vector,svg,22209,a0da7b08,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-a05ee1db-859,nexsas-images/ai-agency/images/icons/apple.svg,ai-agency,icon,svg,859,a05ee1db,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1e068b71-5886,nexsas-images/ai-agency/images/icons/asana-metal.svg,ai-agency,icon,svg,5886,1e068b71,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-f1e54cdb-5672,nexsas-images/ai-agency/images/icons/asana-v2.svg,ai-agency,icon,svg,5672,f1e54cdb,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-0f68fe51-1617,nexsas-images/ai-agency/images/icons/behance.svg,ai-agency,icon,svg,1617,0f68fe51,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-a4be5a03-535,nexsas-images/ai-agency/images/icons/checkmark-white.svg,ai-agency,icon,svg,535,a4be5a03,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-e0d06d0e-4647,nexsas-images/ai-agency/images/icons/client-logo-1.svg,ai-agency,client-logo,svg,4647,e0d06d0e,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-8a36fcdc-10375,nexsas-images/ai-agency/images/icons/client-logo-10-dark.svg,ai-agency,client-logo,svg,10375,8a36fcdc,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-edc13d5b-10375,nexsas-images/ai-agency/images/icons/client-logo-10.svg,ai-agency,client-logo,svg,10375,edc13d5b,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-e3b02060-4265,nexsas-images/ai-agency/images/icons/client-logo-2.svg,ai-agency,client-logo,svg,4265,e3b02060,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-ddf70c68-6242,nexsas-images/ai-agency/images/icons/client-logo-3.svg,ai-agency,client-logo,svg,6242,ddf70c68,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-e0ff56aa-3892,nexsas-images/ai-agency/images/icons/client-logo-4.svg,ai-agency,client-logo,svg,3892,e0ff56aa,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-199fde65-3772,nexsas-images/ai-agency/images/icons/client-logo-5.svg,ai-agency,client-logo,svg,3772,199fde65,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-2931cf9d-10871,nexsas-images/ai-agency/images/icons/client-logo-6-dark.svg,ai-agency,client-logo,svg,10871,2931cf9d,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-a7bed11d-10875,nexsas-images/ai-agency/images/icons/client-logo-6.svg,ai-agency,client-logo,svg,10875,a7bed11d,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-2dd0ba99-10433,nexsas-images/ai-agency/images/icons/client-logo-7-dark.svg,ai-agency,client-logo,svg,10433,2dd0ba99,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-b1b1b376-10437,nexsas-images/ai-agency/images/icons/client-logo-7.svg,ai-agency,client-logo,svg,10437,b1b1b376,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-7c6e65ed-10787,nexsas-images/ai-agency/images/icons/client-logo-8-dark.svg,ai-agency,client-logo,svg,10787,7c6e65ed,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-489cb73c-10791,nexsas-images/ai-agency/images/icons/client-logo-8.svg,ai-agency,client-logo,svg,10791,489cb73c,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-8fd8bfe3-9864,nexsas-images/ai-agency/images/icons/client-logo-9-dark.svg,ai-agency,client-logo,svg,9864,8fd8bfe3,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-67ba37e2-9864,nexsas-images/ai-agency/images/icons/client-logo-9.svg,ai-agency,client-logo,svg,9864,67ba37e2,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-23b85180-4651,nexsas-images/ai-agency/images/icons/client-logo-dark-1.svg,ai-agency,client-logo,svg,4651,23b85180,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-bbdb004d-4269,nexsas-images/ai-agency/images/icons/client-logo-dark-2.svg,ai-agency,client-logo,svg,4269,bbdb004d,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-6cb025a4-6246,nexsas-images/ai-agency/images/icons/client-logo-dark-3.svg,ai-agency,client-logo,svg,6246,6cb025a4,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-974ed793-3892,nexsas-images/ai-agency/images/icons/client-logo-dark-4.svg,ai-agency,client-logo,svg,3892,974ed793,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-02820bc9-3772,nexsas-images/ai-agency/images/icons/client-logo-dark-5.svg,ai-agency,client-logo,svg,3772,02820bc9,replace-before-launch,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,7
NSA-ffa828b5-1950,nexsas-images/ai-agency/images/icons/confluence.svg,ai-agency,icon,svg,1950,ffa828b5,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-b4ad473b-7244,nexsas-images/ai-agency/images/icons/discord-dark.svg,ai-agency,icon,svg,7244,b4ad473b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-aa65c413-7433,nexsas-images/ai-agency/images/icons/discord-metal.svg,ai-agency,icon,svg,7433,aa65c413,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-aee2a89a-7257,nexsas-images/ai-agency/images/icons/discord.svg,ai-agency,icon,svg,7257,aee2a89a,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-6e8e8701-2369,nexsas-images/ai-agency/images/icons/dribbble.svg,ai-agency,icon,svg,2369,6e8e8701,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-56383c3e-3277,nexsas-images/ai-agency/images/icons/dropbox-metal.svg,ai-agency,icon,svg,3277,56383c3e,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-7030de82-3207,nexsas-images/ai-agency/images/icons/dropbox-v2-dark.svg,ai-agency,icon,svg,3207,7030de82,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-c271d8d7-3217,nexsas-images/ai-agency/images/icons/dropbox-v2.svg,ai-agency,icon,svg,3217,c271d8d7,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-43ab6ef8-6785,nexsas-images/ai-agency/images/icons/edge.svg,ai-agency,icon,svg,6785,43ab6ef8,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-f42d6e2d-528,nexsas-images/ai-agency/images/icons/facebook-v2.svg,ai-agency,icon,svg,528,f42d6e2d,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1b1f98ee-1128,nexsas-images/ai-agency/images/icons/facebook.svg,ai-agency,icon,svg,1128,1b1f98ee,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-a95eb892-877,nexsas-images/ai-agency/images/icons/figma.svg,ai-agency,icon,svg,877,a95eb892,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-ebc11715-348,nexsas-images/ai-agency/images/icons/framer.svg,ai-agency,icon,svg,348,ebc11715,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-310fc642-1519,nexsas-images/ai-agency/images/icons/gmail.svg,ai-agency,icon,svg,1519,310fc642,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-494b00b9-1098,nexsas-images/ai-agency/images/icons/google-meet.svg,ai-agency,icon,svg,1098,494b00b9,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-80a23211-1204,nexsas-images/ai-agency/images/icons/google.svg,ai-agency,icon,svg,1204,80a23211,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-4af48e6e-1216,nexsas-images/ai-agency/images/icons/home.svg,ai-agency,icon,svg,1216,4af48e6e,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-e5798199-4860,nexsas-images/ai-agency/images/icons/hotjar-dark.svg,ai-agency,icon,svg,4860,e5798199,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-912b2f3b-5083,nexsas-images/ai-agency/images/icons/hotjar-metal.svg,ai-agency,icon,svg,5083,912b2f3b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-ecb519c5-4862,nexsas-images/ai-agency/images/icons/hotjar.svg,ai-agency,icon,svg,4862,ecb519c5,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-6df78624-923,nexsas-images/ai-agency/images/icons/instagram.svg,ai-agency,icon,svg,923,6df78624,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-d5b4968b-3769,nexsas-images/ai-agency/images/icons/lattice-dark.svg,ai-agency,icon,svg,3769,d5b4968b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-11184f85-3870,nexsas-images/ai-agency/images/icons/lattice-metal.svg,ai-agency,icon,svg,3870,11184f85,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-eb79eb2c-3770,nexsas-images/ai-agency/images/icons/lattice.svg,ai-agency,icon,svg,3770,eb79eb2c,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-c63d1ab2-1082,nexsas-images/ai-agency/images/icons/linkedin.svg,ai-agency,icon,svg,1082,c63d1ab2,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-48dd948a-1556,nexsas-images/ai-agency/images/icons/mail-open.svg,ai-agency,icon,svg,1556,48dd948a,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1e7f35bb-930,nexsas-images/ai-agency/images/icons/marvel.svg,ai-agency,icon,svg,930,1e7f35bb,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-194215d5-361,nexsas-images/ai-agency/images/icons/microsoft.svg,ai-agency,icon,svg,361,194215d5,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-42673a06-2167,nexsas-images/ai-agency/images/icons/ms_yammer.svg,ai-agency,icon,svg,2167,42673a06,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-576ca9aa-3515,nexsas-images/ai-agency/images/icons/notion-metal.svg,ai-agency,icon,svg,3515,576ca9aa,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-87facf81-3453,nexsas-images/ai-agency/images/icons/notion-v2-dark.svg,ai-agency,icon,svg,3453,87facf81,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-383c8454-3455,nexsas-images/ai-agency/images/icons/notion-v2.svg,ai-agency,icon,svg,3455,383c8454,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1f96c838-6380,nexsas-images/ai-agency/images/icons/outreach-metal.svg,ai-agency,icon,svg,6380,1f96c838,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-c3d02d9b-1346,nexsas-images/ai-agency/images/icons/phone-right.svg,ai-agency,icon,svg,1346,c3d02d9b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-5ee29958-4693,nexsas-images/ai-agency/images/icons/scapic-dark.svg,ai-agency,icon,svg,4693,5ee29958,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-496266ec-4875,nexsas-images/ai-agency/images/icons/scapic-metal.svg,ai-agency,icon,svg,4875,496266ec,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-dc5b13b9-4706,nexsas-images/ai-agency/images/icons/scapic.svg,ai-agency,icon,svg,4706,dc5b13b9,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-163adc2b-1698,nexsas-images/ai-agency/images/icons/slack.svg,ai-agency,icon,svg,1698,163adc2b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-d50bfe1b-11746,nexsas-images/ai-agency/images/icons/snapchat.svg,ai-agency,icon,svg,11746,d50bfe1b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-e0f64780-6452,nexsas-images/ai-agency/images/icons/spotify-dark.svg,ai-agency,icon,svg,6452,e0f64780,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-4dab41f0-6508,nexsas-images/ai-agency/images/icons/spotify-metal.svg,ai-agency,icon,svg,6508,4dab41f0,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-952cff17-6472,nexsas-images/ai-agency/images/icons/spotify.svg,ai-agency,icon,svg,6472,952cff17,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-421c5ecd-11977,nexsas-images/ai-agency/images/icons/squarespace-dark.svg,ai-agency,icon,svg,11977,421c5ecd,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-a50002a7-12075,nexsas-images/ai-agency/images/icons/squarespace-metal.svg,ai-agency,icon,svg,12075,a50002a7,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-f6a6c2d6-11981,nexsas-images/ai-agency/images/icons/squarespace.svg,ai-agency,icon,svg,11981,f6a6c2d6,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-c2fceb5d-3403,nexsas-images/ai-agency/images/icons/stripe-dark.svg,ai-agency,icon,svg,3403,c2fceb5d,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-353e3c3d-3681,nexsas-images/ai-agency/images/icons/stripe-metal.svg,ai-agency,icon,svg,3681,353e3c3d,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-f612863d-3419,nexsas-images/ai-agency/images/icons/stripe.svg,ai-agency,icon,svg,3419,f612863d,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-8eb9b977-2540,nexsas-images/ai-agency/images/icons/vl-white.svg,ai-agency,icon,svg,2540,8eb9b977,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-bd29c12c-2538,nexsas-images/ai-agency/images/icons/vl.svg,ai-agency,icon,svg,2538,bd29c12c,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-c9648a55-820,nexsas-images/ai-agency/images/icons/youtube.svg,ai-agency,icon,svg,820,c9648a55,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-f61c5576-4892,nexsas-images/ai-agency/images/ns-author-avatar-bg.png,ai-agency,avatar,png,4892,f61c5576,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-2a665110-368531,nexsas-images/ai-agency/images/ns-avatar-1.png,ai-agency,avatar,png,368531,2a665110,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-fa84313b-284524,nexsas-images/ai-agency/images/ns-avatar-10.png,ai-agency,avatar,png,284524,fa84313b,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-3e17a994-297962,nexsas-images/ai-agency/images/ns-avatar-11.png,ai-agency,avatar,png,297962,3e17a994,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-59e9820a-287348,nexsas-images/ai-agency/images/ns-avatar-12.png,ai-agency,avatar,png,287348,59e9820a,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-daf1ff95-312901,nexsas-images/ai-agency/images/ns-avatar-13.png,ai-agency,avatar,png,312901,daf1ff95,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-6540bbc1-291876,nexsas-images/ai-agency/images/ns-avatar-14.png,ai-agency,avatar,png,291876,6540bbc1,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,4
NSA-5dabefab-24992,nexsas-images/ai-agency/images/ns-avatar-15.png,ai-agency,avatar,png,24992,5dabefab,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-47a60f43-25723,nexsas-images/ai-agency/images/ns-avatar-16.png,ai-agency,avatar,png,25723,47a60f43,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-6971f295-22474,nexsas-images/ai-agency/images/ns-avatar-17.png,ai-agency,avatar,png,22474,6971f295,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-292d968a-17073,nexsas-images/ai-agency/images/ns-avatar-18.png,ai-agency,avatar,png,17073,292d968a,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,6
NSA-edda4320-300172,nexsas-images/ai-agency/images/ns-avatar-2.png,ai-agency,avatar,png,300172,edda4320,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-b06c05c5-947006,nexsas-images/ai-agency/images/ns-avatar-20.png,ai-agency,avatar,png,947006,b06c05c5,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-cd76695e-2034537,nexsas-images/ai-agency/images/ns-avatar-21.png,ai-agency,avatar,png,2034537,cd76695e,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-272909a8-2101747,nexsas-images/ai-agency/images/ns-avatar-22.png,ai-agency,avatar,png,2101747,272909a8,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1c4b8e19-1397103,nexsas-images/ai-agency/images/ns-avatar-23.png,ai-agency,avatar,png,1397103,1c4b8e19,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-1a327ec1-280022,nexsas-images/ai-agency/images/ns-avatar-3.png,ai-agency,avatar,png,280022,1a327ec1,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-7498a9ca-345560,nexsas-images/ai-agency/images/ns-avatar-4.png,ai-agency,avatar,png,345560,7498a9ca,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-37fb830e-317544,nexsas-images/ai-agency/images/ns-avatar-5.png,ai-agency,avatar,png,317544,37fb830e,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-ffc60d59-273171,nexsas-images/ai-agency/images/ns-avatar-6.png,ai-agency,avatar,png,273171,ffc60d59,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-192688ea-184339,nexsas-images/ai-agency/images/ns-avatar-7.png,ai-agency,avatar,png,184339,192688ea,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-58e06f13-271269,nexsas-images/ai-agency/images/ns-avatar-8.png,ai-agency,avatar,png,271269,58e06f13,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-595e54c2-218227,nexsas-images/ai-agency/images/ns-avatar-9.png,ai-agency,avatar,png,218227,595e54c2,editorial-placeholder-only,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-63c8b991-12070,nexsas-images/ai-agency/images/ns-img-100.png,ai-agency,image,png,12070,63c8b991,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-7a568d48-130382,nexsas-images/ai-agency/images/ns-img-101.png,ai-agency,image,png,130382,7a568d48,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-2a446a4c-24089,nexsas-images/ai-agency/images/ns-img-102.png,ai-agency,image,png,24089,2a446a4c,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-8695f699-11294,nexsas-images/ai-agency/images/ns-img-103.png,ai-agency,image,png,11294,8695f699,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-1ab651e4-197191,nexsas-images/ai-agency/images/ns-img-104.png,ai-agency,image,png,197191,1ab651e4,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-db783e21-73505,nexsas-images/ai-agency/images/ns-img-105.png,ai-agency,image,png,73505,db783e21,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-00c56e96-152469,nexsas-images/ai-agency/images/ns-img-124.png,ai-agency,image,png,152469,00c56e96,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,3
NSA-d903b386-166734,nexsas-images/ai-agency/images/ns-img-14.png,ai-agency,image,png,166734,d903b386,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,5
NSA-999efef4-3433879,nexsas-images/ai-agency/images/ns-img-169.png,ai-agency,image,png,3433879,999efef4,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-ba649586-605154,nexsas-images/ai-agency/images/ns-img-171.png,ai-agency,image,png,605154,ba649586,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,1
NSA-fbd9d33b-6677,nexsas-images/ai-agency/images/ns-img-172.svg,ai-agency,vector,svg,6677,fbd9d33b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-292d27ec-30718,nexsas-images/ai-agency/images/ns-img-173.png,ai-agency,image,png,30718,292d27ec,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-44ebb89a-5650,nexsas-images/ai-agency/images/ns-img-174.png,ai-agency,image,png,5650,44ebb89a,excluded,dimension-placeholder-image,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-0c4e470c-83096,nexsas-images/ai-agency/images/ns-img-175.png,ai-agency,image,png,83096,0c4e470c,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-82889ab8-32903,nexsas-images/ai-agency/images/ns-img-176.png,ai-agency,image,png,32903,82889ab8,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-d84caf18-11206,nexsas-images/ai-agency/images/ns-img-177.png,ai-agency,image,png,11206,d84caf18,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-fe3f4eed-10139,nexsas-images/ai-agency/images/ns-img-178.png,ai-agency,image,png,10139,fe3f4eed,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-73490f81-242071,nexsas-images/ai-agency/images/ns-img-179.png,ai-agency,image,png,242071,73490f81,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
NSA-a11c703b-27404,nexsas-images/ai-agency/images/ns-img-180.png,ai-agency,image,png,27404,a11c703b,production-candidate,,nexsas-images-reconstructed.zip,User-supplied NextSaaS source; retain purchase/license documentation.,0
